RowNumber,Node name,IP Adress,Risk Scope,Location,Number of Applications,SPII Data,Number of Records in Millions,Port 21,Port 22 SSH,Telnet Port 23,Port 25,Port 53,Email -110,Port 80,high Risk - Yes =1,,,,
2,d,Chu,619,Spain,6,0,,0,0,0,0,0,0,1,0,,,,
3,e,Onio,850,France,6,0,,1,0,0,1,0,0,1,0,,,,
4,d,Boni,645,France,23,,,0,1,0,0,0,0,0,1,,,,
3,e,Onio,822,France,13,,,0,0,1,0,0,0,0,1,,,,
10,c,H?,376,France,123,,,0,0,0,0,1,0,0,1,,,,
1,a,Hargrave,684,France,3,,,0,0,0,0,0,1,0,1,,,,
5,a,Mitchell,608,Spain,6,,,0,1,1,0,1,1,0,1,,,,
6,e,Chu,502,Spain,5,,,1,1,1,1,1,1,1,1,,,,
3,d,Onio,699,France,4,0,,0,0,0,0,0,0,0,0,,,,
4,e,Boni,619,France,2,0,,1,0,0,0,0,0,0,0,,,,
4,f,Boni,608,France,23,0,,0,0,0,1,0,0,0,0,,,,
5,h,Mitchell,502,Spain,13,0,,0,0,0,0,0,0,1,0,,,,
6,i,Chu,699,Spain,32,0,,1,0,0,1,0,0,1,0,,,,
7,a,Chu,699,France,6,,,0,1,0,0,0,0,0,1,,,,
8,b,Onio,850,Germany,5,,,0,0,1,0,0,0,0,1,,,,
10,c,Boni,645,France,4,,,0,0,0,0,1,0,0,1,,,,
1,d,Boni,822,France,2,,,0,0,0,0,0,1,0,1,,,,
2,c,Mitchell,376,Spain,12,,,0,1,1,0,1,1,0,1,,,,
3,h,Chu,684,France,6,,,1,1,1,1,1,1,1,1,,,,
4,a,Bartlett,528,France,6,0,,0,0,0,0,0,0,0,0,,,,
4,e,Obinna,619,France,13,0,,1,0,0,0,0,0,0,0,,,,
5,d,H?,608,Spain,6,0,,0,0,0,1,0,0,0,0,,,,
6,d,Mitchell,502,Spain,6,0,,0,0,0,0,0,0,1,0,,,,
7,d,Chu,699,France,23,1,,1,0,0,1,0,0,1,1,,,,
8,b,Bartlett,502,Germany,13,,,0,1,0,0,0,0,0,1,,,,
10,c,Obinna,684,France,12,,,0,0,1,0,0,0,0,1,,,,
11,d,H?,619,France,12,,,0,0,0,0,1,0,0,1,,,,
1,c,Bearce,850,France,1,,,0,0,0,0,0,1,0,1,,,,
2,h,Hargrave,645,Spain,23,,,0,1,1,0,1,1,0,1,,,,
3,a,Bartlett,822,France,6,,,1,1,1,1,1,1,1,1,,,,
4,e,Obinna,376,France,6,0,,0,0,0,0,0,0,0,0,,,,
3,d,H?,684,France,13,0,,1,0,0,0,0,0,0,0,,,,
10,d,Mitchell,684,France,6,0,,0,0,0,1,0,0,0,0,,,,
1,d,Chu,528,France,23,0,,0,0,0,0,0,0,1,0,,,,
5,e,Bartlett,619,Spain,13,0,,1,0,0,1,0,0,1,0,,,,
6,d,Obinna,608,Spain,6,,,0,1,0,0,0,0,0,1,,,,
7,e,H?,502,France,6,,,0,0,1,0,0,0,0,1,,,,
8,c,Bearce,699,Germany,13,,,0,0,0,0,1,0,0,1,,,,
10,h,Hargrave,502,France,,,,0,0,0,0,0,1,0,1,,,,
11,i,Bearce,619,France,,,,0,1,1,0,1,1,0,1,,,,
1,a,Hargrave,608,France,,,,1,1,1,1,1,1,1,1,,,,
2,b,Hill,502,Spain,23,0,,0,0,0,0,0,0,0,0,,,,
3,c,Onio,699,France,13,0,,1,0,0,0,0,0,0,0,,,,
4,d,Boni,699,France,123,0,,0,0,0,1,0,0,0,0,,,,
3,c,Onio,850,France,32,0,,0,0,0,0,0,0,1,0,,,,
10,a,H?,645,France,21,0,,1,0,0,1,0,0,1,0,,,,
1,e,Hargrave,822,France,2,,,0,1,0,0,0,0,0,1,,,,
5,d,Mitchell,376,Spain,32,,,0,0,1,0,0,0,0,1,,,,
6,e,Chu,684,Spain,5,,,0,0,0,0,1,0,0,1,,,,
1,f,Hargrave,528,France,7,,,0,0,0,0,0,1,0,1,,,,
2,h,Hill,619,Spain,8,,,0,1,1,0,1,1,0,1,,,,
3,i,Chu,608,France,3,,,1,1,1,1,1,1,1,1,,,,
4,a,Onio,502,France,6,0,,0,0,0,0,0,0,0,0,,,,
3,b,Boni,699,France,5,0,,1,0,0,0,0,0,0,0,,,,
10,c,Boni,502,France,4,0,,0,0,0,1,0,0,0,0,,,,
1,d,Mitchell,684,France,2,0,,0,0,0,0,0,0,1,0,,,,
5,c,Chu,619,Spain,12,0,,1,0,0,1,0,0,1,0,,,,
6,h,Bartlett,850,Spain,11,,,0,1,0,0,0,0,0,1,,,,
7,a,Obinna,645,France,3,,,0,0,1,0,0,0,0,1,,,,
8,e,H?,822,Germany,4,,,0,0,0,0,1,0,0,1,,,,
10,d,Mitchell,376,France,6,,,0,0,0,0,0,1,0,1,,,,
11,d,Chu,684,France,23,,,0,1,1,0,1,1,0,1,,,,
1,d,Bartlett,684,France,7,,,1,1,1,1,1,1,1,1,,,,
2,b,Obinna,619,Spain,8,0,,0,0,0,0,0,0,0,0,,,,
3,c,H?,502,France,3,0,,1,0,0,0,0,0,0,0,,,,
4,d,Bearce,699,France,6,0,,0,0,0,1,0,0,0,0,,,,
3,c,Hargrave,502,France,6,0,,0,0,0,0,0,0,1,0,,,,
10,h,H?,684,France,23,0,,1,0,0,1,0,0,1,0,,,,
1,a,Chu,619,France,13,,,0,1,0,0,0,0,0,1,,,,
5,e,Onio,850,Spain,123,,,0,0,1,0,0,0,0,1,,,,
6,d,Boni,645,Spain,3,,,0,0,0,0,1,0,0,1,,,,
3,d,Boni,502,France,6,,,0,0,0,0,0,1,0,1,,,,
4,d,Mitchell,699,France,5,,,0,1,1,0,1,1,0,1,,,,
4,e,Chu,699,France,4,,,1,1,1,1,1,1,1,1,,,,
5,d,Bartlett,850,Spain,2,0,,0,0,0,0,0,0,0,0,,,,
6,e,Obinna,645,Spain,23,0,,1,0,0,0,0,0,0,0,,,,
7,c,H?,822,France,13,1,,0,0,0,1,0,0,0,0,,,,
8,f,Mitchell,376,Germany,32,0,,0,0,0,0,0,0,1,0,,,,
10,h,Chu,684,France,6,0,,1,0,0,1,0,0,1,0,,,,
5,e,Bartlett,850,Spain,5,,,0,1,0,0,0,0,0,1,,,,
6,d,Obinna,645,Spain,4,,,0,0,1,0,0,0,0,1,,,,
7,e,H?,822,France,2,,,0,0,0,0,1,0,0,1,,,,
8,f,Bearce,376,Germany,12,,,0,0,0,0,0,1,0,1,,,,
10,h,Hargrave,684,France,6,,,0,1,1,0,1,1,0,1,,,,
11,i,Bearce,528,France,6,,,1,1,1,1,1,1,1,1,,,,
1,a,Hargrave,619,France,13,0,,0,0,0,0,0,0,0,0,,,,
2,a,Hill,608,Spain,6,0,,1,0,0,0,0,0,0,0,,,,
3,e,Onio,502,France,6,0,,0,0,0,1,0,0,0,0,,,,
4,d,Boni,699,France,23,0,,0,0,0,0,0,0,1,0,,,,
3,e,Onio,502,France,13,0,,1,0,0,1,0,0,1,0,,,,
10,f,H?,684,France,12,,,0,1,0,0,0,0,0,1,,,,
1,h,Hargrave,619,France,12,,,0,0,1,0,0,0,0,1,,,,
5,i,Mitchell,850,Spain,1,,,0,0,0,0,1,0,0,1,,,,
6,a,Chu,645,Spain,23,,,0,0,0,0,0,1,0,1,,,,
3,b,Onio,502,France,6,,,0,1,1,0,1,1,0,1,,,,
4,c,Boni,699,France,6,,,1,1,1,1,1,1,1,1,,,,
4,d,Boni,699,France,13,0,,0,0,0,0,0,0,0,0,,,,
5,c,Mitchell,850,Spain,6,0,,1,0,0,0,0,0,0,0,,,,
6,h,Chu,645,Spain,23,0,,0,0,0,1,0,0,0,0,,,,
7,a,Bartlett,822,France,13,0,,0,0,0,0,0,0,1,0,,,,
8,e,Obinna,376,Germany,6,0,,1,0,0,1,0,0,1,0,,,,
10,d,H?,684,France,6,,,0,1,0,0,0,0,0,1,,,,
2,d,Hill,608,Spain,13,,,0,0,1,0,0,0,0,1,,,,
3,d,Onio,502,France,,,,0,0,0,0,1,0,0,1,,,,
4,b,Boni,699,France,,,,0,0,0,0,0,1,0,1,,,,
3,c,Onio,502,France,,,,0,1,1,0,1,1,0,1,,,,
10,d,H?,684,France,,,,1,1,1,1,1,1,1,1,,,,
1,c,Hargrave,619,France,,1,,0,0,0,0,0,0,0,0,,,,
5,h,Mitchell,850,Spain,23,0,,1,0,0,0,0,0,0,0,,,,
6,a,Chu,645,Spain,13,0,,0,0,0,1,0,0,0,0,,,,
7,e,Bartlett,822,France,123,0,,0,0,0,0,0,0,1,0,,,,
8,d,Chu,376,Germany,32,0,,1,0,0,1,0,0,1,0,,,,
10,d,Onio,684,France,21,,,0,1,0,0,0,0,0,1,,,,
11,d,Boni,528,France,2,,,0,0,1,0,0,0,0,1,,,,
1,e,Boni,619,France,32,,,0,0,0,0,1,0,0,1,,,,
2,d,Mitchell,608,Spain,5,,,0,0,0,0,0,1,0,1,,,,
3,e,Chu,502,France,7,,,0,1,1,0,1,1,0,1,,,,
4,c,Bartlett,699,France,8,,,1,1,1,1,1,1,1,1,,,,
3,c,Obinna,502,France,3,0,,0,0,0,0,0,0,0,0,,,,
10,h,H?,684,France,6,0,,1,0,0,0,0,0,0,0,,,,
1,a,Mitchell,619,France,5,0,,0,0,0,1,0,0,0,0,,,,
5,e,Chu,850,Spain,4,0,,0,0,0,0,0,0,1,0,,,,
6,d,Bartlett,645,Spain,2,0,,1,0,0,1,0,0,1,0,,,,
3,c,Obinna,502,France,12,,,0,1,0,0,0,0,0,1,,,,
4,d,H?,699,France,11,,,0,0,1,0,0,0,0,1,,,,
4,d,Bearce,699,France,3,,,0,0,0,0,1,0,0,1,,,,
5,a,Hargrave,850,Spain,4,,,0,0,0,0,0,1,0,1,,,,
6,e,H?,645,Spain,6,,,0,1,1,0,1,1,0,1,,,,
7,d,Mitchell,822,France,23,,,1,1,1,1,1,1,1,1,,,,
8,e,Chu,376,Germany,7,0,,0,0,0,0,0,0,0,0,,,,
10,f,Bartlett,684,France,8,0,,1,0,0,0,0,0,0,0,,,,
5,h,Obinna,850,Spain,3,0,,0,0,0,1,0,0,0,0,,,,
6,i,H?,645,Spain,6,0,,0,0,0,0,0,0,1,0,,,,
7,a,Bearce,822,France,6,0,,1,0,0,1,0,0,1,0,,,,
8,b,Hargrave,376,Germany,23,,,0,1,0,0,0,0,0,1,,,,
10,c,Mitchell,684,France,13,,,0,0,1,0,0,0,0,1,,,,
11,d,Chu,528,France,123,,,0,0,0,0,1,0,0,1,,,,
1,c,Bartlett,619,France,3,,,0,0,0,0,0,1,0,1,,,,
2,h,Obinna,608,Spain,6,,,0,1,1,0,1,1,0,1,,,,
3,a,H?,502,France,5,,,1,1,1,1,1,1,1,1,,,,
4,e,Mitchell,699,France,4,0,,0,0,0,0,0,0,0,0,,,,
3,d,Chu,502,France,2,0,,1,0,0,0,0,0,0,0,,,,
10,d,Bartlett,684,France,23,1,,0,0,0,1,0,0,0,0,,,,
1,d,Obinna,619,France,13,0,,0,0,0,0,0,0,1,0,,,,
5,b,H?,850,Spain,32,0,,1,0,0,1,0,0,1,0,,,,
6,c,Bearce,645,Spain,6,,,0,1,0,0,0,0,0,1,,,,
3,d,Hargrave,502,France,5,,,0,0,1,0,0,0,0,1,,,,
4,c,Boni,699,France,4,,,0,0,0,0,1,0,0,1,,,,
2,h,Hill,608,Spain,2,,,0,0,0,0,0,1,0,1,,,,
3,a,Onio,502,France,12,,,0,1,1,0,1,1,0,1,,,,
4,e,Boni,699,France,6,,,1,1,1,1,1,1,1,1,,,,
3,d,Onio,502,France,6,0,,0,0,0,0,0,0,0,0,,,,
10,d,H?,684,France,13,0,,1,0,0,0,0,0,0,0,,,,
1,d,Hargrave,619,France,6,0,,0,0,0,1,0,0,0,0,,,,
5,e,Mitchell,850,Spain,6,0,,0,0,0,0,0,0,1,0,,,,
6,d,Chu,645,Spain,23,0,,1,0,0,1,0,0,1,0,,,,
7,e,Bartlett,822,France,13,,,0,1,0,0,0,0,0,1,,,,
8,c,Obinna,376,Germany,12,,,0,0,1,0,0,0,0,1,,,,
10,h,H?,684,France,12,,,0,0,0,0,1,0,0,1,,,,
11,i,Bearce,528,France,1,,,0,0,0,0,0,1,0,1,,,,
1,a,Hargrave,619,France,23,,,0,1,1,0,1,1,0,1,,,,
2,b,Hill,608,Spain,6,,,1,1,1,1,1,1,1,1,,,,
3,c,Onio,502,France,6,0,,0,0,0,0,0,0,0,0,,,,
4,d,Boni,699,France,13,0,,1,0,0,0,0,0,0,0,,,,
3,a,Onio,502,France,6,0,,0,0,0,1,0,0,0,0,,,,
10,e,H?,684,France,23,0,,0,0,0,0,0,0,1,0,,,,
1,d,Hargrave,619,France,13,0,,1,0,0,1,0,0,1,0,,,,
5,e,Mitchell,850,Spain,6,,,0,1,0,0,0,0,0,1,,,,
6,f,Chu,645,Spain,6,,,0,0,1,0,0,0,0,1,,,,
3,h,Onio,502,France,13,,,0,0,0,0,1,0,0,1,,,,
4,i,Boni,699,France,,,,0,0,0,0,0,1,0,1,,,,
4,a,Boni,699,France,,,,0,1,1,0,1,1,0,1,,,,
5,b,Mitchell,850,Spain,,,,1,1,1,1,1,1,1,1,,,,
6,c,Chu,645,Spain,23,0,,0,0,0,0,0,0,0,0,,,,
7,d,Bartlett,822,France,13,0,,1,0,0,0,0,0,0,0,,,,
8,c,Obinna,376,Germany,123,0,,0,0,0,1,0,0,0,0,,,,
10,h,H?,684,France,32,0,,0,0,0,0,0,0,1,0,,,,
5,a,Mitchell,850,Spain,21,0,,1,0,0,1,0,0,1,0,,,,
6,e,Chu,645,Spain,2,,,0,1,0,0,0,0,0,1,,,,
7,d,Bartlett,822,France,32,,,0,0,1,0,0,0,0,1,,,,
8,d,Obinna,376,Germany,5,,,0,0,0,0,1,0,0,1,,,,
10,d,H?,684,France,7,,,0,0,0,0,0,1,0,1,,,,
11,b,Bearce,528,France,8,,,0,1,1,0,1,1,0,1,,,,
1,c,Hargrave,619,France,3,,,1,1,1,1,1,1,1,1,,,,
2,d,Hill,608,Spain,6,0,,0,0,0,0,0,0,0,0,,,,
3,c,Onio,502,France,5,0,,1,0,0,0,0,0,0,0,,,,
4,h,Boni,699,France,4,0,,0,0,0,1,0,0,0,0,,,,
3,a,Onio,502,France,2,0,,0,0,0,0,0,0,1,0,,,,
10,e,H?,684,France,12,0,,1,0,0,1,0,0,1,0,,,,
1,d,Hargrave,619,France,11,,,0,1,0,0,0,0,0,1,,,,
5,d,Mitchell,850,Spain,3,,,0,0,1,0,0,0,0,1,,,,
6,d,Chu,645,Spain,4,,,0,0,0,0,1,0,0,1,,,,
3,e,Onio,502,France,6,,,0,0,0,0,0,1,0,1,,,,
4,d,Boni,699,France,23,,,0,1,1,0,1,1,0,1,,,,
6,e,Chu,645,Spain,7,,,1,1,1,1,1,1,1,1,,,,
3,c,Onio,502,France,8,0,,0,0,0,0,0,0,0,0,,,,
4,d,Boni,699,France,3,0,,1,0,0,0,0,0,0,0,,,,
4,d,Boni,699,France,6,0,,0,0,0,1,0,0,0,0,,,,
5,e,Mitchell,850,Spain,6,0,,0,0,0,0,0,0,1,0,,,,
6,d,Chu,645,Spain,23,0,,1,0,0,1,0,0,1,0,,,,
7,e,Bartlett,822,France,13,,,0,1,0,0,0,0,0,1,,,,
8,f,Obinna,376,Germany,123,,,0,0,1,0,0,0,0,1,,,,
10,h,H?,684,France,3,,,0,0,0,0,1,0,0,1,,,,
2,b,Hill,608,Spain,6,,,0,0,0,0,0,1,0,1,,,,
3,c,Onio,502,France,5,,,0,1,1,0,1,1,0,1,,,,
4,d,Boni,699,France,4,,,1,1,1,1,1,1,1,1,,,,
3,a,Onio,502,France,2,1,,0,0,0,0,0,0,0,0,,,,
10,e,Onio,684,France,23,0,,1,0,0,0,0,0,0,0,,,,
1,d,Boni,619,France,13,0,,0,0,0,1,0,0,0,0,,,,
5,e,Chu,850,Spain,32,0,,0,0,0,0,0,0,1,0,,,,
6,f,Onio,645,Spain,6,0,,1,0,0,1,0,0,1,0,,,,
7,h,Boni,822,France,5,,,0,1,0,0,0,0,0,1,,,,
8,i,Boni,376,Germany,4,,,0,0,1,0,0,0,0,1,,,,
10,a,Mitchell,684,France,2,,,0,0,0,0,1,0,0,1,,,,
11,b,Chu,528,France,12,,,0,0,0,0,0,1,0,1,,,,
1,c,Bartlett,619,France,6,,,0,1,1,0,1,1,0,1,,,,
2,d,Obinna,608,Spain,6,,,1,1,1,1,1,1,1,1,,,,
3,c,H?,502,France,13,0,,0,0,0,0,0,0,0,0,,,,
4,h,Hill,699,France,6,0,,1,0,0,0,0,0,0,0,,,,
3,a,Onio,502,France,6,0,,0,0,0,1,0,0,0,0,,,,
10,e,Boni,684,France,23,0,,0,0,0,0,0,0,1,0,,,,
1,d,Onio,619,France,13,0,,1,0,0,1,0,0,1,0,,,,
5,d,H?,850,Spain,12,,,0,1,0,0,0,0,0,1,,,,
6,d,Hargrave,645,Spain,12,,,0,0,1,0,0,0,0,1,,,,
3,b,Mitchell,502,France,1,,,0,0,0,0,1,0,0,1,,,,
4,c,Chu,699,France,23,,,0,0,0,0,0,1,0,1,,,,
1,d,Bartlett,619,France,6,,,0,1,1,0,1,1,0,1,,,,
2,c,Onio,608,Spain,6,,,1,1,1,1,1,1,1,1,,,,
3,h,Boni,502,France,13,0,,0,0,0,0,0,0,0,0,,,,
4,a,Onio,699,France,6,0,,1,0,0,0,0,0,0,0,,,,
3,e,H?,502,France,23,0,,0,0,0,1,0,0,0,0,,,,
10,d,Hargrave,684,France,13,0,,0,0,0,0,0,0,1,0,,,,
1,d,Mitchell,619,France,6,1,,1,0,0,1,0,0,1,1,,,,
5,d,Chu,850,Spain,6,,,0,1,0,0,0,0,0,1,,,,
6,e,Onio,645,Spain,13,,,0,0,1,0,0,0,0,1,,,,
3,d,Boni,502,France,,,,0,0,0,0,1,0,0,1,,,,
4,e,Chu,699,France,,,,0,0,0,0,0,1,0,1,,,,
6,c,Onio,645,Spain,,,,0,1,1,0,1,1,0,1,,,,
3,c,Onio,502,France,,,,1,1,1,1,1,1,1,1,,,,
4,d,Boni,699,France,23,0,,0,0,0,0,0,0,0,0,,,,
4,d,Boni,699,France,13,0,,1,0,0,0,0,0,0,0,,,,
5,e,Mitchell,850,Spain,123,0,,0,0,0,1,0,0,0,0,,,,
6,d,Chu,645,Spain,32,0,,0,0,0,0,0,0,1,0,,,,
7,e,Bartlett,822,France,21,0,,1,0,0,1,0,0,1,0,,,,
8,a,Obinna,376,Germany,2,,,0,1,0,0,0,0,0,1,,,,
10,e,Chu,684,France,32,,,0,0,1,0,0,0,0,1,,,,
2,d,Bartlett,608,Spain,5,,,0,0,0,0,1,0,0,1,,,,
3,e,Obinna,502,France,7,,,0,0,0,0,0,1,0,1,,,,
4,f,H?,699,France,8,,,0,1,1,0,1,1,0,1,,,,
3,h,Bearce,502,France,3,,,1,1,1,1,1,1,1,1,,,,
10,i,Hargrave,684,France,6,0,,0,0,0,0,0,0,0,0,,,,
1,a,Hill,619,France,5,0,,1,0,0,0,0,0,0,0,,,,
5,b,Onio,850,Spain,4,0,,0,0,0,1,0,0,0,0,,,,
6,c,Boni,645,Spain,2,0,,0,0,0,0,0,0,1,0,,,,
7,d,Onio,822,France,12,0,,1,0,0,1,0,0,1,0,,,,
8,c,H?,376,Germany,11,,,0,1,0,0,0,0,0,1,,,,
10,h,Hargrave,684,France,3,,,0,0,1,0,0,0,0,1,,,,
11,a,Mitchell,528,France,4,,,0,0,0,0,1,0,0,1,,,,
1,e,Chu,619,France,6,,,0,0,0,0,0,1,0,1,,,,
2,d,Onio,608,Spain,23,,,0,1,1,0,1,1,0,1,,,,
3,d,Boni,502,France,7,,,1,1,1,1,1,1,1,1,,,,
4,d,Hargrave,699,France,8,0,,0,0,0,0,0,0,0,0,,,,
3,b,Hill,502,France,3,0,,1,0,0,0,0,0,0,0,,,,
10,c,Onio,684,France,6,0,,0,0,0,1,0,0,0,0,,,,
1,d,Boni,619,France,6,0,,0,0,0,0,0,0,1,0,,,,
5,c,Onio,850,Spain,23,0,,1,0,0,1,0,0,1,0,,,,
6,h,H?,645,Spain,13,,,0,1,0,0,0,0,0,1,,,,
3,a,Hargrave,502,France,123,,,0,0,1,0,0,0,0,1,,,,
4,e,Mitchell,699,France,3,,,0,0,0,0,1,0,0,1,,,,
1,d,Chu,619,France,6,,,0,0,0,0,0,1,0,1,,,,
2,d,Onio,608,Spain,5,,,0,1,1,0,1,1,0,1,,,,
3,d,Boni,502,France,4,,,1,1,1,1,1,1,1,1,,,,
4,e,Chu,699,France,2,0,,0,0,0,0,0,0,0,0,,,,
3,d,Onio,502,France,23,0,,1,0,0,0,0,0,0,0,,,,
10,e,Boni,684,France,13,0,,0,0,0,1,0,0,0,0,,,,
1,c,Boni,619,France,32,0,,0,0,0,0,0,0,1,0,,,,
5,e,Mitchell,850,Spain,6,0,,1,0,0,1,0,0,1,0,,,,
6,d,Chu,645,Spain,5,,,0,1,0,0,0,0,0,1,,,,
3,c,Bartlett,502,France,4,,,0,0,1,0,0,0,0,1,,,,
4,d,Obinna,699,France,2,,,0,0,0,0,1,0,0,1,,,,
6,a,H?,645,Spain,12,,,0,0,0,0,0,1,0,1,,,,
3,e,Hill,502,France,6,,,0,1,1,0,1,1,0,1,,,,
4,d,Onio,699,France,6,,,1,1,1,1,1,1,1,1,,,,
4,e,Boni,699,France,13,1,,0,0,0,0,0,0,0,1,,,,
5,f,Onio,850,Spain,6,0,,1,0,0,0,0,0,0,0,,,,
6,h,H?,645,Spain,6,0,,0,0,0,1,0,0,0,0,,,,
7,i,Onio,822,France,23,0,,0,0,0,0,0,0,1,0,,,,
8,a,Hill,376,Germany,13,0,,1,0,0,1,0,0,1,0,,,,
10,b,H?,684,France,12,,,0,1,0,0,0,0,0,1,,,,
2,c,Onio,608,Spain,12,,,0,0,1,0,0,0,0,1,,,,
3,d,Bearce,502,France,1,,,0,0,0,0,1,0,0,1,,,,
4,c,Chu,699,France,23,,,0,0,0,0,0,1,0,1,,,,
3,h,Boni,502,France,6,,,0,1,1,0,1,1,0,1,,,,
10,a,Onio,684,France,6,,,1,1,1,1,1,1,1,1,,,,
3,e,H?,502,Russia,13,,,1,0,0,1,0,0,1,1,,,,
2,d,Hargrave,608,Russia,6,0,,0,0,0,0,0,0,1,0,,,,
10,d,Mitchell,684,Russia,23,,,0,0,0,0,1,0,0,1,,,,
3,d,Bartlett,502,Russia,13,,,1,0,0,1,0,0,1,1,,,,
11,b,Hargrave,528,Russia,6,,,1,0,0,0,0,0,0,1,,,,
6,c,Mitchell,645,Russia,6,,,1,0,0,1,0,0,1,1,,,,
4,d,Chu,699,Russia,13,,,0,0,1,0,0,0,0,1,,,,
3,c,Bartlett,502,Russia,,,,0,0,0,0,1,0,0,1,,,,
10,h,Obinna,684,Russia,,,,0,0,0,0,0,1,0,1,,,,
1,a,Onio,619,Russia,,,,0,1,1,0,1,1,0,1,,,,
5,e,H?,850,Russia,,,,1,1,1,1,1,1,1,1,,,,
7,d,Hargrave,822,Russia,,,,0,1,0,0,0,0,0,1,,,,
1,d,Mitchell,619,Russia,,,,1,0,0,1,0,0,1,1,,,,
5,d,Hargrave,850,Russia,,,,0,1,0,0,0,0,0,1,,,,
6,e,Onio,645,Russia,,,,0,0,1,0,0,0,0,1,,,,
7,d,Boni,822,Russia,,,,0,0,0,0,1,0,0,1,,,,
8,e,Obinna,376,Russia,,,,0,0,0,0,0,1,0,1,,,,
3,c,Hargrave,502,Russia,,,,0,0,0,1,0,0,0,1,,,,
10,h,Mitchell,684,Russia,4,0,,0,0,0,0,0,0,1,0,,,,
1,a,Chu,619,Russia,,,,1,0,0,1,0,0,1,1,,,,
5,e,Onio,850,Russia,,,,0,1,0,0,0,0,0,1,,,,
1,a,Boni,619,Russia,,,,0,0,1,0,0,0,0,1,,,,
3,e,Boni,502,Russia,,,,0,1,1,0,1,1,0,1,,,,
4,d,Mitchell,699,Russia,,,,1,1,1,1,1,1,1,1,,,,
8,e,Chu,376,Russia,,,,1,0,0,1,0,0,1,1,,,,
1,f,Bartlett,619,Russia,,,,0,0,0,0,1,0,0,1,,,,
5,h,Obinna,850,Russia,,,,0,0,0,0,0,1,0,1,,,,
6,i,H?,645,Russia,,,,0,1,1,0,1,1,0,1,,,,
3,a,Bearce,502,Russia,,,,1,1,1,1,1,1,1,1,,,,
4,b,Boni,699,Russia,,,,0,0,0,0,0,0,0,1,,,,
4,c,Boni,699,Russia,,,,1,0,0,0,0,0,0,1,,,,
5,d,Mitchell,850,Russia,,,,0,0,0,1,0,0,0,1,,,,
6,c,Chu,645,Russia,,1,,0,0,0,0,0,0,1,0,,,,
7,h,Bartlett,822,Russia,,,,1,0,0,1,0,0,1,1,,,,
8,a,Obinna,376,Russia,,,,0,1,0,0,0,0,0,1,,,,
10,e,H?,684,Russia,,,,0,0,1,0,0,0,0,1,,,,
11,d,Bearce,528,Russia,,,,0,0,0,0,1,0,0,1,,,,
,d,,,,,,,,,,,,,,,,,,
,d,,,,,,,,,,,,,,,,,,
,b,,,,,,,,,,,,,,,,,,
,c,,,,,,,,,,,,,,,,,,
,d,,,,,,,,,,,,,,,,,,
,c,,,,,,,,,,,,,,,,,,
,h,,,,,,,,,,,,,,,,,,
,a,,,,,,,,,,,,,,,,,,
,e,,,,,,,,,,,,,,,,,,
,d,,,,,,,,,,,,,,,,,,
,d,,,,,,,,,,,,,,,,,,
,d,,,,,,,,,,,,,,,,,,
,e,,,,,,,,,,,,,,,,,,
,d,,,,,,,,,,,,,,,,,,
,e,,,,,,,,,,,,,,,,,,
,c,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,, ,,,,,,,,,,,,,,
,,,,, ,,,,,,,,,,,,,,
,,,,, ,,,,,,,,,,,,,,
,,,,, ,,,,,,,,,,,,,,
,,,,, ,,,,,,,,,,,,,,
